"IUCN_name","Frequency_month","Survey_interval_days","Road_length_km","Survey_period_days","Latitude","Longitude","Country","Roadkill_rate_ind_km_y","Roadkillrate_corrected","AdultBodyMass_g_median","Home_range_Km2","longevity_y","Ageofmaturity_d","SocialGrpSize","Diet_Invertebrates","Diet_Vertebrates.ectotherms","Diet_Scavenger","Diet_Seed","Diet_Plant","Activity_1Diurnal_2Nocturnal","Litter_clutch_size","Litters_or_clutches_per_y","Diet_breadth","Artificial","Cropland","Grassland","Forest","Sparse.vegetation","Water.bodies","Habitat_breadth","Population.density_IndKm2"
"Potos flavus",12,2.333333333,99,184,-0.461755,-77.904245,"Ecuador",0.02003733,0.025928305,2.44181,0.22,32,830.7777,1,"10","0","0","0","0","Nocturnal",1.055,1,3,"0","0","0","1","1","0",3,29.798340047619
"Potos flavus",672,0.041666667,57.5,1765,-20.580677,-40.417217,"Brazil",0.003596502,0.003596502,2.44181,0.22,32,830.7777,1,"10","0","0","0","0","Nocturnal",1.055,1,3,"0","0","0","1","1","0",3,29.798340047619
"Potos flavus",8,3.5,38.92,92,9.245341,-79.64701,"Panama",0.101937084,0.148522331,2.44181,0.22,32,830.7777,1,"10","0","0","0","0","Nocturnal",1.055,1,3,"0","0","0","1","1","0",3,29.798340047619
"Potos flavus",12,2.333333333,59.6,730,-19.72597,-40.644482,"Brazil",0.008389262,0.010855705,2.44181,0.22,32,830.7777,1,"10","0","0","0","0","Nocturnal",1.055,1,3,"0","0","0","1","1","0",3,29.798340047619
"Priodontes maximus",12,2.333333333,54,1827,-17.952576,-48.076082,"Brazil",0.007399299,0.009574693,45.19,3.19,14,320,1,"90","0","0","0","0","Nocturnal",1.5,1.28554166666667,2,"0","1","1","1","1","0",6,1.6
"Procyon cancrivorus",16,1.75,130,304,-20.675583,-43.349806,"Brazil",0.00923583,0.011951164,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",4,7,90,610,-25.54553,-48.78396,"Brazil",0.059836066,0.087181148,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",4,7,216,538,-16.575593,-50.261,"Brazil",0.021986438,0.03203424,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",12,2.333333333,36,730,-1.005806,-46.774428,"Brazil",0.291666667,0.377416667,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",4,7,96,365,-19.36333333,-48.07916667,"Brazil",0.208333333,0.303541666,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",8,3.5,29,365,-30.117957,-53.619222,"Brazil",0.24137931,0.351689655,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",4,7,45,366,-30.347781,-53.998679,"Brazil",0.132969035,0.193735884,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",8,3.5,130,426,-7.167969,-35.367968,"Brazil",0.019772481,0.028808505,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",4,7,192,365,-19.278735,-48.122972,"Brazil",0.104166667,0.151770834,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",20,1.4,36,183,-10.675567,-62.208069,"Brazil",0.055403764,0.066262902,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",4,7,115,365,-11.904988,-48.737133,"Brazil",0.034782609,0.050678261,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",56,0.5,34,1461,-25.753,-54.54,"Argentina",0.264524701,0.264524701,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",12,2.333333333,59.6,730,-19.72597,-40.644482,"Brazil",0.016778523,0.021711409,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",8,3.5,51,426,-2.47187,-79.621231,"Ecuador",0.033600295,0.04895563,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",9.3,3.010752688,136,547,-14.157535,-47.59415,"Brazil",0.014719325,0.021446057,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",8,3.5,27.2,182,9.489191,-75.514281,"Colombia",0.589851325,0.859413381,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",8,3.5,178.8,91,9.017987,-73.633823,"Colombia",0.089731298,0.130738501,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",672,0.041666667,57.5,1765,-20.580677,-40.417217,"Brazil",0.071930041,0.071930041,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",28,1,180.4,1126,-22.307184,-43.130266,"Brazil",0.008984377,0.010745315,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",40,0.7,12,488,-22.246302,-47.839529,"Brazil",0.062329235,0.062329235,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Procyon cancrivorus",4,7,63,242,-26.581324,-48.722133,"Brazil",0.095762823,0.139526433,6.93172,5.57,16.48333333,498.185,1,"50","10","0","10","0","Nocturnal",2.685,1,5,"0","0","1","1","1","0",6,21.5659999206349
"Puma concolor",4,7,115,365,-11.904988,-48.737133,"Brazil",0.008695652,0.012669565,51.60004,129.89,21.85416667,912,1,"0","0","0","0","0","Nocturnal",2.76,0.47,1,"0","1","1","1","1","0",8,0.06
"Puma concolor",672,0.041666667,366,1461,-24.866723,-50.445759,"Brazil",0.000682593,0.000682593,51.60004,129.89,21.85416667,912,1,"0","0","0","0","0","Nocturnal",2.76,0.47,1,"0","1","1","1","1","0",8,0.06
"Puma concolor",9.3,3.010752688,136,547,-14.157535,-47.59415,"Brazil",0.004906442,0.007148686,51.60004,129.89,21.85416667,912,1,"0","0","0","0","0","Nocturnal",2.76,0.47,1,"0","1","1","1","1","0",8,0.06
"Puma concolor",56,0.5,34,1461,-25.753,-54.54,"Argentina",0.014695817,0.014695817,51.60004,129.89,21.85416667,912,1,"0","0","0","0","0","Nocturnal",2.76,0.47,1,"0","1","1","1","1","0",8,0.06
"Rattus norvegicus",8,3.5,91.5,181,-4.926667,-80.344444,"Peru",0.044078133,0.086833922,0.28289,0.00293,5,78.78396,2.5745,"30","0","0","40","10","Nocturnal",8.9225,3.68,4,"1","1","1","1","1","0",9,981.323200000001
"Rattus norvegicus",672,0.041666667,57.5,1765,-20.580677,-40.417217,"Brazil",0.003596502,0.003596502,0.28289,0.00293,5,78.78396,2.5745,"30","0","0","40","10","Nocturnal",8.9225,3.68,4,"1","1","1","1","1","0",9,981.323200000001
"Rattus rattus",8,3.5,28,245,-19.936923,-40.482438,"Brazil",0.106413994,0.209635568,0.2,0.00232,4.2,102.645,2.254,"30","0","0","40","10","Nocturnal",5.915,4.28,4,"1","1","1","1","1","0",8,1280
"Saimiri sciureus",8.33,3.361344538,107,90,4.390395,-73.297052,"Colombia",0.037902388,0.064964693,0.74947,0.68,27,1090.58878,34.85,"20","0","0","20","20","Diurnal",1,1.07,5,"0","0","0","1","0","0",1,22
"Sapajus apella",8,3.5,25,1310,-6.115415,-49.990498,"Brazil",0.011145038,0.01623832,2.6425,0.88,45.08333333,1727.44808,7.9,"20","0","0","20","20","Diurnal",1.05,0.6,6,"0","0","0","1","0","0",2,13
"Sapajus apella",4,7,216,538,-16.575593,-50.261,"Brazil",0.00314092,0.00457632,2.6425,0.88,45.08333333,1727.44808,7.9,"20","0","0","20","20","Diurnal",1.05,0.6,6,"0","0","0","1","0","0",2,13
"Sapajus cay",4,7,100,365,-13.561588,-58.421854,"Brazil",0.04,0.05828,2.6425,0.88,45.08333333,1727.44808,7.9,"20","0","0","20","20","Diurnal",1.05,0.6,6,"0","0","0","1","0","0",1,13
"Sapajus libidinosus",8,3.5,55,366,-18.232298,-50.431983,"Brazil",0.018132141,0.026418529,2.68721,3,45.04166667,1727.44808,7.74904487179486,"20","0","0","0","10","Diurnal",1.05,0.6,5,"0","0","0","1","0","0",2,14.1
"Sciurus aestuans",56,0.5,34,1461,-25.753,-54.54,"Argentina",0.007347908,0.007347908,0.17734,0.107467596666667,8.066666667,249.442666780952,1,"0","0","0","50","30","Diurnal",2.3,2.20994583333333,3,"1","0","0","1","0","0",2,294.825166666667
"Sciurus aestuans",16,1.75,130,304,-20.675583,-43.349806,"Brazil",0.00923583,0.016245825,0.17734,0.107467596666667,8.066666667,249.442666780952,1,"0","0","0","50","30","Diurnal",2.3,2.20994583333333,3,"1","0","0","1","0","0",2,294.825166666667
"Sciurus aestuans",28,1,180.4,1126,-22.307184,-43.130266,"Brazil",0.001796875,0.002894766,0.17734,0.107467596666667,8.066666667,249.442666780952,1,"0","0","0","50","30","Diurnal",2.3,2.20994583333333,3,"1","0","0","1","0","0",2,294.825166666667
"Sciurus aestuans",672,0.041666667,412,303,-26.07434,-49.744804,"Brazil",0.002923836,0.002923836,0.17734,0.107467596666667,8.066666667,249.442666780952,1,"0","0","0","50","30","Diurnal",2.3,2.20994583333333,3,"1","0","0","1","0","0",2,294.825166666667
"Sciurus aureogaster",10,2.8,8,730,18.436503,-95.089337,"Mexico",0.0625,0.0954375,0.595,0.01,11.27916667,280.291303752381,1,"0","0","0","50","30","Diurnal",1.97,1.88956666666667,3,"1","1","0","1","0","0",3,136.234211111111
"Sciurus granatensis",12,2.333333333,99,184,-0.461755,-77.904245,"Ecuador",0.120223979,0.183582016,0.31844,0.00778,11.475,324.280946546667,1,"0","0","0","50","30","Diurnal",1.915,1.95,3,"1","0","0","1","0","0",2,50
"Sciurus igniventris",14,2,34,243,-10.21618,-75.585138,"Peru",0.044178165,0.067460058,0.7,0.127386606666667,11.9070256553577,396.1084539,1,"0","0","0","50","30","Diurnal",2.20256,1.7577,3,"0","0","0","1","0","0",1,69.8407882777778
"Sciurus stramineus",8,3.5,91.5,181,-4.926667,-80.344444,"Peru",0.110195333,0.188874801,0.4333,0.135579733333333,7.316666667,250.265929314286,1.3625,"0","0","0","50","30","Diurnal",2.9862675,2.09574583333333,3,"1","0","0","1","0","0",2,104.355533333333
"Sciurus stramineus",8,3.5,51,426,-2.47187,-79.621231,"Ecuador",0.067200589,0.11518181,0.4333,0.135579733333333,7.316666667,250.265929314286,1.3625,"0","0","0","50","30","Diurnal",2.9862675,2.09574583333333,3,"1","0","0","1","0","0",2,104.355533333333
"Sciurus variegatoides",8,3.5,38.92,92,9.245341,-79.64701,"Panama",0.101937084,0.174720162,0.485,0.294376473333333,15.07916667,94.5,2.15283333333333,"0","0","0","50","30","Diurnal",4.99,2.5074,3,"0","1","0","1","1","0",4,143.507320777778
"Speothos venaticus",24,1.166666667,99.3,183,9.508766,-75.236148,"Colombia",0.020085957,0.024022805,6,4.6,10.33333333,319.598,4.5,"0","0","0","0","0","Diurnal",3.965,2,1,"0","0","1","1","1","0",5,0.04
"Sylvilagus brasiliensis",12,2.333333333,59.6,730,-19.72597,-40.644482,"Brazil",0.016778523,0.025620805,0.96837,0.10030404,2,113.04906,1,"0","0","0","0","100","Nocturnal",2.225,4.6,1,"0","1","1","1","1","0",5,788.8185
"Sylvilagus brasiliensis",10,2.8,8,730,18.436503,-95.089337,"Mexico",0.4375,0.6680625,0.96837,0.10030404,2,113.04906,1,"0","0","0","0","100","Nocturnal",2.225,4.6,1,"0","1","1","1","1","0",5,788.8185
"Sylvilagus brasiliensis",16,1.75,130,304,-20.675583,-43.349806,"Brazil",0.11082996,0.169237349,0.96837,0.10030404,2,113.04906,1,"0","0","0","0","100","Nocturnal",2.225,4.6,1,"0","1","1","1","1","0",5,788.8185
"Sylvilagus brasiliensis",40,0.7,12,488,-22.246302,-47.839529,"Brazil",0.12465847,0.12465847,0.96837,0.10030404,2,113.04906,1,"0","0","0","0","100","Nocturnal",2.225,4.6,1,"0","1","1","1","1","0",5,788.8185
"Sylvilagus brasiliensis",8,3.5,28,245,-19.936923,-40.482438,"Brazil",0.053206997,0.091196793,0.96837,0.10030404,2,113.04906,1,"0","0","0","0","100","Nocturnal",2.225,4.6,1,"0","1","1","1","1","0",5,788.8185
"Sylvilagus brasiliensis",9.3,3.010752688,136,547,-14.157535,-47.59415,"Brazil",0.004906442,0.008409642,0.96837,0.10030404,2,113.04906,1,"0","0","0","0","100","Nocturnal",2.225,4.6,1,"0","1","1","1","1","0",5,788.8185
"Sylvilagus brasiliensis",28,1,180.4,1126,-22.307184,-43.130266,"Brazil",0.012578127,0.017647112,0.96837,0.10030404,2,113.04906,1,"0","0","0","0","100","Nocturnal",2.225,4.6,1,"0","1","1","1","1","0",5,788.8185
"Sylvilagus brasiliensis",8,3.5,51,426,-2.47187,-79.621231,"Ecuador",0.033600295,0.057590906,0.96837,0.10030404,2,113.04906,1,"0","0","0","0","100","Nocturnal",2.225,4.6,1,"0","1","1","1","1","0",5,788.8185
"Sylvilagus brasiliensis",8,3.5,25,1310,-6.115415,-49.990498,"Brazil",0.011145038,0.019102595,0.96837,0.10030404,2,113.04906,1,"0","0","0","0","100","Nocturnal",2.225,4.6,1,"0","1","1","1","1","0",5,788.8185
"Sylvilagus brasiliensis",56,0.5,34,1461,-25.753,-54.54,"Argentina",0.514353585,0.514353585,0.96837,0.10030404,2,113.04906,1,"0","0","0","0","100","Nocturnal",2.225,4.6,1,"0","1","1","1","1","0",5,788.8185
"Sylvilagus brasiliensis",672,0.041666667,57.5,1765,-20.580677,-40.417217,"Brazil",0.032368518,0.032368518,0.96837,0.10030404,2,113.04906,1,"0","0","0","0","100","Nocturnal",2.225,4.6,1,"0","1","1","1","1","0",5,788.8185
"Sylvilagus brasiliensis",12,2.333333333,99,184,-0.461755,-77.904245,"Ecuador",0.02003733,0.030597003,0.96837,0.10030404,2,113.04906,1,"0","0","0","0","100","Nocturnal",2.225,4.6,1,"0","1","1","1","1","0",5,788.8185
"Sylvilagus floridanus",24,1.166666667,99.3,183,9.508766,-75.236148,"Colombia",0.020085957,0.024022805,1.178595,0.01,9,123,2.3555,"0","0","0","0","100","Nocturnal",4.81,3.9,1,"0","1","1","1","1","0",6,728.96
"Sylvilagus floridanus",8,3.5,178.8,91,9.017987,-73.633823,"Colombia",0.022432824,0.032684625,1.178595,0.01,9,123,2.3555,"0","0","0","0","100","Nocturnal",4.81,3.9,1,"0","1","1","1","1","0",6,728.96
"Sylvilagus floridanus",10,2.8,8,730,18.436503,-95.089337,"Mexico",0.125,0.16175,1.178595,0.01,9,123,2.3555,"0","0","0","0","100","Nocturnal",4.81,3.9,1,"0","1","1","1","1","0",6,728.96
"Sylvilagus floridanus",8,3.5,49,182,9.821408,-75.442693,"Colombia",0.245570756,0.357796591,1.178595,0.01,9,123,2.3555,"0","0","0","0","100","Nocturnal",4.81,3.9,1,"0","1","1","1","1","0",6,728.96
"Tamandua mexicana",24,1.166666667,99.3,183,9.508766,-75.236148,"Colombia",0.080343828,0.096091218,4.194255,0.22,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.175,1,"0","0","1","1","1","0",5,5
"Tamandua mexicana",8,3.5,178.8,91,9.017987,-73.633823,"Colombia",2.063819849,3.00698552,4.194255,0.22,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.175,1,"0","0","1","1","1","0",5,5
"Tamandua mexicana",8,3.5,49,182,9.821408,-75.442693,"Colombia",0.327427674,0.477062121,4.194255,0.22,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.175,1,"0","0","1","1","1","0",5,5
"Tamandua mexicana",8,3.5,27.2,182,9.489191,-75.514281,"Colombia",2.359405301,3.437653524,4.194255,0.22,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.175,1,"0","0","1","1","1","0",5,5
"Tamandua mexicana",8,3.5,38.92,92,9.245341,-79.64701,"Panama",0.407748335,0.594089324,4.194255,0.22,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.175,1,"0","0","1","1","1","0",5,5
"Tamandua tetradactyla",9.3,3.010752688,136,547,-14.157535,-47.59415,"Brazil",0.014719325,0.021446057,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",4,7,115,365,-11.904988,-48.737133,"Brazil",0.052173913,0.076017391,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",672,0.041666667,412,303,-26.07434,-49.744804,"Brazil",0.01461918,0.01461918,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",12,2.333333333,36,730,-1.005806,-46.774428,"Brazil",0.125,0.16175,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",8,3.5,25,1310,-6.115415,-49.990498,"Brazil",0.044580153,0.064953283,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",4,7,192,365,-19.278735,-48.122972,"Brazil",0.072916667,0.106239584,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",28,1,180.4,1126,-22.307184,-43.130266,"Brazil",0.010781252,0.012894377,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",4,7,90,610,-25.54553,-48.78396,"Brazil",0.066484517,0.096867941,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",4,7,100,365,-13.561588,-58.421854,"Brazil",0.11,0.16027,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",20,1.4,36,183,-10.675567,-62.208069,"Brazil",0.055403764,0.066262902,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",12,2.333333333,59.6,730,-19.72597,-40.644482,"Brazil",0.016778523,0.021711409,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",8.33,3.361344538,107,90,4.390395,-73.297052,"Colombia",0.379023884,0.552237799,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",4,7,216,538,-16.575593,-50.261,"Brazil",0.23242806,0.338647683,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",4,7,45,366,-30.347781,-53.998679,"Brazil",0.044323012,0.064578628,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",56,0.5,34,1461,-25.753,-54.54,"Argentina",0.573136852,0.573136852,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",4,7,63,242,-26.581324,-48.722133,"Brazil",0.215466352,0.313934475,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",672,0.041666667,57.5,1765,-20.580677,-40.417217,"Brazil",0.032368518,0.032368518,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",4,7,96,365,-19.36333333,-48.07916667,"Brazil",0.145833333,0.212479166,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tamandua tetradactyla",6,4.666666667,26,761,-28.170158,-52.314813,"Brazil",0.092236935,0.134389214,4.8,2.72,9.5,365.116,1,"100","0","0","0","0","Nocturnal",1,1.35,1,"0","0","1","1","1","0",6,0.39
"Tapirus terrestris",9.3,3.010752688,136,547,-14.157535,-47.59415,"Brazil",0.004906442,0.007148686,207.50091,4.4,35,862.17,1,"0","0","0","0","100","Nocturnal",1,1.02854714285714,1,"0","0","1","1","1","0",5,0.4
"Tapirus terrestris",8,3.5,55,366,-18.232298,-50.431983,"Brazil",0.018132141,0.026418529,207.50091,4.4,35,862.17,1,"0","0","0","0","100","Nocturnal",1,1.02854714285714,1,"0","0","1","1","1","0",5,0.4
"Tapirus terrestris",4,7,100,365,-13.561588,-58.421854,"Brazil",0.04,0.05828,207.50091,4.4,35,862.17,1,"0","0","0","0","100","Nocturnal",1,1.02854714285714,1,"0","0","1","1","1","0",5,0.4
