IUCN_name,Frequency_month,Survey_interval_days,Road_length_km,Survey_period_days,Latitude,Longitude,Country,Roadkill_rate_ind_km_y,Roadkillrate_corrected,AdultBodyMass_g_median,Home_range_Km2,longevity_y,Ageofmaturity_d,SocialGrpSize,Diet_Invertebrates,Diet_Vertebrates.ectotherms,Diet_Scavenger,Diet_Seed,Diet_Plant,Activity_1Diurnal_2Nocturnal,Litter_clutch_size,Litters_or_clutches_per_y,Diet_breadth,Artificial,Cropland,Grassland,Forest,Sparse.vegetation,Water.bodies,Habitat_breadth,Population.density_IndKm2,risk_category
Alouatta caraya,9.3,3.010752688,136,547,-14.157535,-47.59415,Brazil,0.009812883,0.014297371,5.57696,0.0195,26.32916667,1215.19918,8.9,0,0,0,0,60,Diurnal,1.005,1,2,0,0,0,1,0,0,1,11.2,low
Alouatta caraya,4,7,70,214,-20.187971,-54.806624,Brazil,0.024365821,0.035501001,5.57696,0.0195,26.32916667,1215.19918,8.9,0,0,0,0,60,Diurnal,1.005,1,2,0,0,0,1,0,0,1,11.2,medium
Alouatta caraya,4,7,90,610,-25.54553,-48.78396,Brazil,0.006648452,0.009686795,5.57696,0.0195,26.32916667,1215.19918,8.9,0,0,0,0,60,Diurnal,1.005,1,2,0,0,0,1,0,0,1,11.2,low
Alouatta caraya,4,7,115,365,-11.904988,-48.737133,Brazil,0.008695652,0.012669565,5.57696,0.0195,26.32916667,1215.19918,8.9,0,0,0,0,60,Diurnal,1.005,1,2,0,0,0,1,0,0,1,11.2,low
Alouatta guariba,8,3.5,29,365,-30.117957,-53.619222,Brazil,0.034482759,0.05024138,5.18833,0.03,13.80833333,766.567175477778,7.4,0,0,0,0,60,Diurnal,1.39114833333333,1.1676130952381,2,0,0,0,1,0,0,1,10.5,medium
Alouatta guariba,672,0.041666667,412,303,-26.07434,-49.744804,Brazil,0.002923836,0.002923836,5.18833,0.03,13.80833333,766.567175477778,7.4,0,0,0,0,60,Diurnal,1.39114833333333,1.1676130952381,2,0,0,0,1,0,0,1,10.5,low
Alouatta guariba,672,0.041666667,366,1461,-24.866723,-50.445759,Brazil,0.002047778,0.002047778,5.18833,0.03,13.80833333,766.567175477778,7.4,0,0,0,0,60,Diurnal,1.39114833333333,1.1676130952381,2,0,0,0,1,0,0,1,10.5,low
Alouatta guariba,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.005390626,0.006447189,5.18833,0.03,13.80833333,766.567175477778,7.4,0,0,0,0,60,Diurnal,1.39114833333333,1.1676130952381,2,0,0,0,1,0,0,1,10.5,low
Alouatta guariba,4,7,45,366,-30.347781,-53.998679,Brazil,0.022161506,0.032289314,5.18833,0.03,13.80833333,766.567175477778,7.4,0,0,0,0,60,Diurnal,1.39114833333333,1.1676130952381,2,0,0,0,1,0,0,1,10.5,medium
Alouatta seniculus,8,3.5,178.8,91,9.017987,-73.633823,Colombia,0.044865649,0.065369251,6.39831,0.1,25,1672.76256,7.9,0,0,0,0,60,Diurnal,1.2,0.815,2,0,0,0,1,0,0,2,30,medium
Atelocynus microtis,20,1.4,36,183,-10.675567,-62.208069,Brazil,0.110807529,0.132525805,8.36322,3.7557624,11,1095,1,0,0,0,0,20,Nocturnal,2,1.28220833333333,2,0,0,0,1,0,0,1,26.4155583571428,high
Bradypus variegatus,8,3.5,38.92,92,9.245341,-79.64701,Panama,0.407748335,0.594089324,4.13636,0.01,3.241666667,1138.91512,1,0,0,0,0,100,Nocturnal,1,1.05,1,0,0,0,1,0,0,1,650,high
Bradypus variegatus,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.025156254,0.03008688,4.13636,0.01,3.241666667,1138.91512,1,0,0,0,0,100,Nocturnal,1,1.05,1,0,0,0,1,0,0,1,650,medium
Cabassous tatouay,56,0.5,34,1461,-25.753,-54.54,Argentina,0.124914442,0.124914442,5.34995,3.64327093333333,9.15181944469916,465.052771907937,1.399,100,0,0,0,0,Nocturnal,2.8489125,1.38492083333333,1,1,0,1,1,0,0,3,41.7719359444444,high
Cabassous unicinctus,4,7,70,214,-20.187971,-54.806624,Brazil,0.024365821,0.035501001,3.98797,1.016,7.483333333,418.416622563889,1,100,0,0,0,0,Nocturnal,1,1.28558333333333,1,0,0,1,1,1,0,5,34.013613968254,medium
Cabassous unicinctus,56,0.5,12,140,-21.98528,-47.871842,Brazil,0.217261905,0.217261905,3.98797,1.016,7.483333333,418.416622563889,1,100,0,0,0,0,Nocturnal,1,1.28558333333333,1,0,0,1,1,1,0,5,34.013613968254,high
Callithrix geoffroyi,672,0.041666667,57.5,1765,-20.580677,-40.417217,Brazil,0.03596502,0.03596502,0.342,0.23,16.5,477,7.03978653846154,20,0,0,0,0,Diurnal,2.24,2,4,0,0,0,1,0,0,1,9.7,medium
Callithrix jacchus,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.019765628,0.031842427,0.29021,0.02,16.25,477,8.55,20,0,0,0,0,Diurnal,2.275,2,4,1,0,0,1,0,0,2,671,medium
Callithrix penicillata,16,1.75,130,304,-20.675583,-43.349806,Brazil,0.03694332,0.05641245,0.33998,0.01,15.7,477,5.9,20,0,0,0,0,Diurnal,2,2,4,0,0,0,1,0,0,1,40,medium
Callithrix penicillata,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.005390626,0.007563048,0.33998,0.01,15.7,477,5.9,20,0,0,0,0,Diurnal,2,2,4,0,0,0,1,0,0,1,40,low
Callithrix penicillata,4,7,96,365,-19.36333333,-48.07916667,Brazil,0.03125,0.0535625,0.33998,0.01,15.7,477,5.9,20,0,0,0,0,Diurnal,2,2,4,0,0,0,1,0,0,1,40,medium
Callithrix penicillata,9.3,3.010752688,136,547,-14.157535,-47.59415,Brazil,0.004906442,0.008409642,0.33998,0.01,15.7,477,5.9,20,0,0,0,0,Diurnal,2,2,4,0,0,0,1,0,0,1,40,low
Callithrix penicillata,4,7,192,365,-19.278735,-48.122972,Brazil,0.015625,0.02678125,0.33998,0.01,15.7,477,5.9,20,0,0,0,0,Diurnal,2,2,4,0,0,0,1,0,0,1,40,low
Caluromys derbianus,10,2.8,8,730,18.436503,-95.089337,Mexico,0.1875,0.2863125,0.32672,0.25285026,6.333333333,240,1,20,0,0,10,40,Nocturnal,3.105,2,5,0,1,0,1,0,0,2,153.806847619048,high
Caluromys lanatus,9.3,3.010752688,136,547,-14.157535,-47.59415,Brazil,0.014719325,0.025228923,0.35033,0.287691466666667,5,218.545501885714,1,20,0,0,10,40,Nocturnal,2.5,3,5,0,1,0,1,0,0,2,180.533547619048,low
Caluromys lanatus,56,0.5,34,1461,-25.753,-54.54,Argentina,0.036739542,0.036739542,0.35033,0.287691466666667,5,218.545501885714,1,20,0,0,10,40,Nocturnal,2.5,3,5,0,1,0,1,0,0,2,180.533547619048,medium
Caluromys lanatus,10,2.8,11,245,-7.691903,-72.639592,Brazil,0.406307978,0.620432282,0.35033,0.287691466666667,5,218.545501885714,1,20,0,0,10,40,Nocturnal,2.5,3,5,0,1,0,1,0,0,2,180.533547619048,high
Caluromys lanatus,8.33,3.361344538,107,90,4.390395,-73.297052,Colombia,0.075804777,0.129929388,0.35033,0.287691466666667,5,218.545501885714,1,20,0,0,10,40,Nocturnal,2.5,3,5,0,1,0,1,0,0,2,180.533547619048,high
Caluromys philander,672,0.041666667,57.5,1765,-20.580677,-40.417217,Brazil,0.039561522,0.039561522,0.24647,0.00996,7.616666667,309.26,1,20,0,0,10,40,Nocturnal,4.26,2,5,0,1,0,1,0,0,2,40,medium
Cavia aperea,8,3.5,29,365,-30.117957,-53.619222,Brazil,3.655172414,6.264965518,0.52438,9.22e-4,6,74,2.4596,0,0,0,0,100,Diurnal,2.31,5,1,0,1,1,0,1,0,6,994.628130000001,high
Cavia aperea,4,7,70,214,-20.187971,-54.806624,Brazil,0.024365821,0.041763017,0.52438,9.22e-4,6,74,2.4596,0,0,0,0,100,Diurnal,2.31,5,1,0,1,1,0,1,0,6,994.628130000001,medium
Cavia aperea,6,4.666666667,26,761,-28.170158,-52.314813,Brazil,0.129131709,0.221331749,0.52438,9.22e-4,6,74,2.4596,0,0,0,0,100,Diurnal,2.31,5,1,0,1,1,0,1,0,6,994.628130000001,high
Cavia aperea,8,3.5,28,245,-19.936923,-40.482438,Brazil,0.053206997,0.091196793,0.52438,9.22e-4,6,74,2.4596,0,0,0,0,100,Diurnal,2.31,5,1,0,1,1,0,1,0,6,994.628130000001,medium
Cavia aperea,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.001796875,0.002521016,0.52438,9.22e-4,6,74,2.4596,0,0,0,0,100,Diurnal,2.31,5,1,0,1,1,0,1,0,6,994.628130000001,low
Cavia aperea,4,7,45,366,-30.347781,-53.998679,Brazil,0.73132969,1.253499089,0.52438,9.22e-4,6,74,2.4596,0,0,0,0,100,Diurnal,2.31,5,1,0,1,1,0,1,0,6,994.628130000001,high
Cavia aperea,56,0.5,34,1461,-25.753,-54.54,Argentina,0.058783267,0.058783267,0.52438,9.22e-4,6,74,2.4596,0,0,0,0,100,Diurnal,2.31,5,1,0,1,1,0,1,0,6,994.628130000001,medium
Cavia aperea,4,7,63,242,-26.581324,-48.722133,Brazil,0.047881412,0.08206874,0.52438,9.22e-4,6,74,2.4596,0,0,0,0,100,Diurnal,2.31,5,1,0,1,1,0,1,0,6,994.628130000001,medium
Cavia aperea,672,0.041666667,366,1461,-24.866723,-50.445759,Brazil,0.00273037,0.00273037,0.52438,9.22e-4,6,74,2.4596,0,0,0,0,100,Diurnal,2.31,5,1,0,1,1,0,1,0,6,994.628130000001,low
Cerdocyon thous,8,3.5,27.2,182,9.489191,-75.514281,Colombia,3.465376535,5.049053611,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,672,0.041666667,57.5,1765,-20.580677,-40.417217,Brazil,0.237369134,0.237369134,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,4,7,100,365,-13.561588,-58.421854,Brazil,0.42,0.61194,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,24,1.166666667,99.3,183,9.508766,-75.236148,Colombia,0.964125931,1.153094613,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,12,2.333333333,59.6,730,-19.72597,-40.644482000000004,Brazil,0.067114094,0.086845638,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,medium
Cerdocyon thous,4,7,63,242,-26.581324,-48.722133,Brazil,0.071822117,0.104644824,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,medium
Cerdocyon thous,8,3.5,25,1310,-6.115415,-49.990498,Brazil,0.12259542,0.178621527,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,12,2.333333333,36,730,-1.005806,-46.774428,Brazil,0.069444444,0.089861111,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,medium
Cerdocyon thous,8,3.5,49,182,9.821408,-75.442693,Colombia,1.514352994,2.206412312,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,4,7,45,366,-30.347781,-53.998679,Brazil,0.177292046,0.258314511,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,56,0.5,34,1461,-25.753,-54.54,Argentina,0.433526593,0.433526593,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,8,3.5,29,365,-30.117957,-53.619222,Brazil,0.172413793,0.251206896,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,8,3.5,55,366,-18.232298,-50.431983,Brazil,0.380774963,0.554789121,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.017968753,0.021490629,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,low
Cerdocyon thous,9.3,3.010752688,136,547,-14.157535,-47.59415,Brazil,0.009812883,0.014297371,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,low
Cerdocyon thous,16,1.75,92,153,2.240471,-76.770907,Colombia,0.025930662,0.033554277,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,medium
Cerdocyon thous,4,7,115,365,-11.904988,-48.737133,Brazil,0.12173913,0.177373912,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,8.33,3.361344538,107,90,4.390395,-73.297052,Colombia,0.22741433,0.331342679,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,672,0.041666667,412,303,-26.07434,-49.744804,Brazil,0.020466853,0.020466853,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,low
Cerdocyon thous,4,7,90,610,-25.54553,-48.78396,Brazil,0.119672131,0.174362295,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,6,4.666666667,26,761,-28.170158,-52.314813,Brazil,0.387395128,0.564434701,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,40,0.7,12,488,-22.246302,-47.839529,Brazil,0.062329235,0.062329235,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,medium
Cerdocyon thous,4,7,192,365,-19.278735,-48.122972,Brazil,0.270833333,0.394604166,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,8,3.5,130,426,-7.167969,-35.367968,Brazil,0.191133983,0.278482213,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,224,0.125,160,790,-22.267404,-48.202888,Brazil,0.092405063,0.092405063,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,medium
Cerdocyon thous,4,7,70,214,-20.187971,-54.806624,Brazil,0.511682243,0.745521028,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,16,1.75,130,304,-20.675583,-43.349806,Brazil,0.02770749,0.035853492,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,medium
Cerdocyon thous,4,7,216,538,-16.575593,-50.261,Brazil,0.185314264,0.270002883,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,4,7,96,365,-19.36333333,-48.07916667,Brazil,0.541666667,0.789208334,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Cerdocyon thous,8,3.5,178.8,91,9.017987,-73.633823,Colombia,0.695417558,1.013223382,5.74166,1.41,11.5,276.05452,2,50,0,10,0,0,Nocturnal,3.545,1.9,3,1,1,1,1,1,0,9,0.41,high
Chaetomys subspinosus,672,0.041666667,57.5,1765,-20.580677,-40.417217,Brazil,0.007193004,0.007193004,1.29999,0.05,10.0750111113673,493.5298649,1,0,0,0,60,0,Nocturnal,2.43695,1.6409625,2,0,0,0,1,0,0,1,51.1368544444444,low
Chironectes minimus,56,0.5,34,1461,-25.753,-54.54,Argentina,0.007347908,0.007347908,0.946,0.5302635,3,304.4,1,50,0,0,0,20,Nocturnal,3.43,1.1,3,0,0,0,1,0,0,2,217.907666666667,low
Choloepus didactylus,8,3.5,25,1310,-6.115415,-49.990498,Brazil,0.033435115,0.048714963,6.25,5.65,32.28333333,1270.87,1,0,0,0,0,70,Nocturnal,1,1,2,0,0,0,1,0,0,1,74.5541906666667,medium
Choloepus didactylus,8.33,3.361344538,107,90,4.390395,-73.297052,Colombia,0.037902388,0.055223779,6.25,5.65,32.28333333,1270.87,1,0,0,0,0,70,Nocturnal,1,1,2,0,0,0,1,0,0,1,74.5541906666667,medium
Choloepus hoffmanni,8,3.5,178.8,91,9.017987,-73.633823,Colombia,0.044865649,0.065369251,4.75001,3.58328083333333,32.1,823.61616,1,0,0,0,0,70,Nocturnal,1,0.745,2,0,0,0,1,0,0,2,48.3338963333333,medium
Choloepus hoffmanni,8,3.5,38.92,92,9.245341,-79.64701,Panama,0.815496671,1.18817865,4.75001,3.58328083333333,32.1,823.61616,1,0,0,0,0,70,Nocturnal,1,0.745,2,0,0,0,1,0,0,2,48.3338963333333,high
Choloepus hoffmanni,8,3.5,27.2,182,9.489191,-75.514281,Colombia,0.589851325,0.859413381,4.75001,3.58328083333333,32.1,823.61616,1,0,0,0,0,70,Nocturnal,1,0.745,2,0,0,0,1,0,0,2,48.3338963333333,high
Chrysocyon brachyurus,8,3.5,55,366,-18.232298,-50.431983,Brazil,0.018132141,0.026418529,23.24984,21.36,15.66666667,730,3.54878571428571,10,20,0,0,10,Nocturnal,2.5,1,5,0,1,1,0,1,0,6,24.213699125,low
Chrysocyon brachyurus,9.3,3.010752688,136,547,-14.157535,-47.59415,Brazil,0.034345091,0.050040798,23.24984,21.36,15.66666667,730,3.54878571428571,10,20,0,0,10,Nocturnal,2.5,1,5,0,1,1,0,1,0,6,24.213699125,medium
Chrysocyon brachyurus,4,7,100,365,-13.561588,-58.421854,Brazil,0.01,0.01457,23.24984,21.36,15.66666667,730,3.54878571428571,10,20,0,0,10,Nocturnal,2.5,1,5,0,1,1,0,1,0,6,24.213699125,low
Chrysocyon brachyurus,224,0.125,160,790,-22.267404,-48.202888,Brazil,0.028876582,0.028876582,23.24984,21.36,15.66666667,730,3.54878571428571,10,20,0,0,10,Nocturnal,2.5,1,5,0,1,1,0,1,0,6,24.213699125,low
Chrysocyon brachyurus,4,7,96,365,-19.36333333,-48.07916667,Brazil,0.083333333,0.121416666,23.24984,21.36,15.66666667,730,3.54878571428571,10,20,0,0,10,Nocturnal,2.5,1,5,0,1,1,0,1,0,6,24.213699125,high
Chrysocyon brachyurus,4,7,216,538,-16.575593,-50.261,Brazil,0.012563679,0.01830528,23.24984,21.36,15.66666667,730,3.54878571428571,10,20,0,0,10,Nocturnal,2.5,1,5,0,1,1,0,1,0,6,24.213699125,low
Chrysocyon brachyurus,672,0.041666667,366,1461,-24.866723,-50.445759,Brazil,0.014334444,0.014334444,23.24984,21.36,15.66666667,730,3.54878571428571,10,20,0,0,10,Nocturnal,2.5,1,5,0,1,1,0,1,0,6,24.213699125,low
Chrysocyon brachyurus,4,7,192,365,-19.278735,-48.122972,Brazil,0.041666667,0.060708334,23.24984,21.36,15.66666667,730,3.54878571428571,10,20,0,0,10,Nocturnal,2.5,1,5,0,1,1,0,1,0,6,24.213699125,medium
Chrysocyon brachyurus,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.010781252,0.012894377,23.24984,21.36,15.66666667,730,3.54878571428571,10,20,0,0,10,Nocturnal,2.5,1,5,0,1,1,0,1,0,6,24.213699125,low
Chrysocyon brachyurus,4,7,115,365,-11.904988,-48.737133,Brazil,0.008695652,0.012669565,23.24984,21.36,15.66666667,730,3.54878571428571,10,20,0,0,10,Nocturnal,2.5,1,5,0,1,1,0,1,0,6,24.213699125,low
Chrysocyon brachyurus,40,0.7,12,488,-22.246302,-47.839529,Brazil,0.12465847,0.12465847,23.24984,21.36,15.66666667,730,3.54878571428571,10,20,0,0,10,Nocturnal,2.5,1,5,0,1,1,0,1,0,6,24.213699125,high
Coendou insidiosus,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.025156254,0.035294224,0.99832,0.74640074,1.416666667,576.58582688,1.44169047619048,0,0,0,0,70,Nocturnal,0.97,1.11,2,0,0,0,1,0,0,1,170.9351,medium
